Gene stable ID	Gene name	Gene description	Gene type	WikiGene name	Gene stable ID version
ENSG00000133612	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:16923]	protein_coding	AGAP3	ENSG00000133612.19
ENSG00000133619	KRBA1	KRAB-A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22228]	protein_coding	KRBA1	ENSG00000133619.18
ENSG00000133627	ACTR3B	actin related protein 3B [Source:HGNC Symbol;Acc:HGNC:17256]	protein_coding	ACTR3B	ENSG00000133627.18
ENSG00000133636	NTS	neurotensin [Source:HGNC Symbol;Acc:HGNC:8038]	protein_coding	NTS	ENSG00000133636.11
ENSG00000133639	BTG1	BTG anti-proliferation factor 1 [Source:HGNC Symbol;Acc:HGNC:1130]	protein_coding	BTG1	ENSG00000133639.6
ENSG00000133640	LRRIQ1	leucine rich repeats and IQ motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25708]	protein_coding	LRRIQ1	ENSG00000133640.20
ENSG00000133641	C12orf29	chromosome 12 open reading frame 29 [Source:HGNC Symbol;Acc:HGNC:25322]	protein_coding	C12orf29	ENSG00000133641.18
ENSG00000133657	ATP13A3	ATPase 13A3 [Source:HGNC Symbol;Acc:HGNC:24113]	protein_coding	ATP13A3	ENSG00000133657.17
ENSG00000133661	SFTPD	surfactant protein D [Source:HGNC Symbol;Acc:HGNC:10803]	protein_coding	SFTPD	ENSG00000133661.17
ENSG00000133665	DYDC2	DPY30 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23468]	protein_coding	DYDC2	ENSG00000133665.13
ENSG00000133687	TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1 [Source:HGNC Symbol;Acc:HGNC:24099]	protein_coding	TMTC1	ENSG00000133687.16
ENSG00000133703	KRAS	KRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:6407]	protein_coding	KRAS	ENSG00000133703.14
ENSG00000133704	IPO8	importin 8 [Source:HGNC Symbol;Acc:HGNC:9853]	protein_coding	IPO8	ENSG00000133704.10
ENSG00000133706	LARS1	leucyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6512]	protein_coding	LARS1	ENSG00000133706.19
ENSG00000133710	SPINK5	serine peptidase inhibitor Kazal type 5 [Source:HGNC Symbol;Acc:HGNC:15464]	protein_coding	SPINK5	ENSG00000133710.17
ENSG00000133731	IMPA1	inositol monophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:6050]	protein_coding	IMPA1	ENSG00000133731.10
ENSG00000133739	LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1 [Source:HGNC Symbol;Acc:HGNC:29373]	protein_coding	LRRCC1	ENSG00000133739.16
ENSG00000133742	CA1	carbonic anhydrase 1 [Source:HGNC Symbol;Acc:HGNC:1368]	protein_coding	CA1	ENSG00000133742.14
ENSG00000133773	CCDC59	coiled-coil domain containing 59 [Source:HGNC Symbol;Acc:HGNC:25005]	protein_coding	CCDC59	ENSG00000133773.12
ENSG00000133789	SWAP70	switching B cell complex subunit SWAP70 [Source:HGNC Symbol;Acc:HGNC:17070]	protein_coding	SWAP70	ENSG00000133789.15
ENSG00000133794	ARNTL	aryl hydrocarbon receptor nuclear translocator like [Source:HGNC Symbol;Acc:HGNC:701]	protein_coding	ARNTL	ENSG00000133794.20
ENSG00000133800	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1 [Source:HGNC Symbol;Acc:HGNC:14687]	protein_coding	LYVE1	ENSG00000133800.9
ENSG00000133805	AMPD3	adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470]	protein_coding	AMPD3	ENSG00000133805.16
ENSG00000133812	SBF2	SET binding factor 2 [Source:HGNC Symbol;Acc:HGNC:2135]	protein_coding	SBF2	ENSG00000133812.18
ENSG00000133816	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]	protein_coding	MICAL2	ENSG00000133816.18
ENSG00000133818	RRAS2	RAS related 2 [Source:HGNC Symbol;Acc:HGNC:17271]	protein_coding	RRAS2	ENSG00000133818.14
ENSG00000133835	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4 [Source:HGNC Symbol;Acc:HGNC:5213]	protein_coding	HSD17B4	ENSG00000133835.18
ENSG00000133858	ZFC3H1	zinc finger C3H1-type containing [Source:HGNC Symbol;Acc:HGNC:28328]	protein_coding	ZFC3H1	ENSG00000133858.17
ENSG00000133863	TEX15	testis expressed 15, meiosis and synapsis associated [Source:HGNC Symbol;Acc:HGNC:11738]	protein_coding	TEX15	ENSG00000133863.9
ENSG00000133874	RNF122	ring finger protein 122 [Source:HGNC Symbol;Acc:HGNC:21147]	protein_coding	RNF122	ENSG00000133874.2
ENSG00000133878	DUSP26	dual specificity phosphatase 26 [Source:HGNC Symbol;Acc:HGNC:28161]	protein_coding	DUSP26	ENSG00000133878.9
ENSG00000133884	DPF2	double PHD fingers 2 [Source:HGNC Symbol;Acc:HGNC:9964]	protein_coding	DPF2	ENSG00000133884.10
ENSG00000133895	MEN1	menin 1 [Source:HGNC Symbol;Acc:HGNC:7010]	protein_coding	MEN1	ENSG00000133895.18
ENSG00000133935	ERG28	ergosterol biosynthesis 28 homolog [Source:HGNC Symbol;Acc:HGNC:1187]	protein_coding	ERG28	ENSG00000133935.7
ENSG00000133943	DGLUCY	D-glutamate cyclase [Source:HGNC Symbol;Acc:HGNC:20498]	protein_coding	DGLUCY	ENSG00000133943.21
ENSG00000133961	NUMB	NUMB endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8060]	protein_coding	NUMB	ENSG00000133961.21
ENSG00000133962	CATSPERB	cation channel sperm associated auxiliary subunit beta [Source:HGNC Symbol;Acc:HGNC:20500]	protein_coding	CATSPERB	ENSG00000133962.8
ENSG00000133980	VRTN	vertebrae development associated [Source:HGNC Symbol;Acc:HGNC:20223]	protein_coding	VRTN	ENSG00000133980.5
ENSG00000133983	COX16	cytochrome c oxidase assembly factor COX16 [Source:HGNC Symbol;Acc:HGNC:20213]	protein_coding	COX16	ENSG00000133983.16
ENSG00000133985	TTC9	tetratricopeptide repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20267]	protein_coding	TTC9	ENSG00000133985.3
ENSG00000133997	MED6	mediator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:19970]	protein_coding	MED6	ENSG00000133997.12
ENSG00000134001	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol;Acc:HGNC:3265]	protein_coding	EIF2S1	ENSG00000134001.15
ENSG00000134007	ADAM20	ADAM metallopeptidase domain 20 [Source:HGNC Symbol;Acc:HGNC:199]	protein_coding	ADAM20	ENSG00000134007.5
ENSG00000134013	LOXL2	lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]	protein_coding	LOXL2	ENSG00000134013.16
ENSG00000134014	ELP3	elongator acetyltransferase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20696]	protein_coding	ELP3	ENSG00000134014.18
ENSG00000134020	PEBP4	phosphatidylethanolamine binding protein 4 [Source:HGNC Symbol;Acc:HGNC:28319]	protein_coding	PEBP4	ENSG00000134020.8
ENSG00000134028	ADAMDEC1	ADAM like decysin 1 [Source:HGNC Symbol;Acc:HGNC:16299]	protein_coding	ADAMDEC1	ENSG00000134028.14
ENSG00000134030	CTIF	cap binding complex dependent translation initiation factor [Source:HGNC Symbol;Acc:HGNC:23925]	protein_coding	CTIF	ENSG00000134030.14
ENSG00000134042	MRO	maestro [Source:HGNC Symbol;Acc:HGNC:24121]	protein_coding	MRO	ENSG00000134042.14
ENSG00000134046	MBD2	methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:HGNC:6917]	protein_coding	MBD2	ENSG00000134046.12
ENSG00000134049	IER3IP1	immediate early response 3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18550]	protein_coding	IER3IP1	ENSG00000134049.6
ENSG00000134056	MRPS36	mitochondrial ribosomal protein S36 [Source:HGNC Symbol;Acc:HGNC:16631]	protein_coding	MRPS36	ENSG00000134056.12
ENSG00000134057	CCNB1	cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]	protein_coding	CCNB1	ENSG00000134057.15
ENSG00000134058	CDK7	cyclin dependent kinase 7 [Source:HGNC Symbol;Acc:HGNC:1778]	protein_coding	CDK7	ENSG00000134058.12
ENSG00000134061	CD180	CD180 molecule [Source:HGNC Symbol;Acc:HGNC:6726]	protein_coding	CD180	ENSG00000134061.5
ENSG00000134070	IRAK2	interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]	protein_coding	IRAK2	ENSG00000134070.5
ENSG00000134072	CAMK1	calcium/calmodulin dependent protein kinase I [Source:HGNC Symbol;Acc:HGNC:1459]	protein_coding	CAMK1	ENSG00000134072.11
ENSG00000134077	THUMPD3	THUMP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24493]	protein_coding	THUMPD3	ENSG00000134077.16
ENSG00000134086	VHL	von Hippel-Lindau tumor suppressor [Source:HGNC Symbol;Acc:HGNC:12687]	protein_coding	VHL	ENSG00000134086.9
ENSG00000134107	BHLHE40	basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]	protein_coding	BHLHE40	ENSG00000134107.5
ENSG00000134108	ARL8B	ADP ribosylation factor like GTPase 8B [Source:HGNC Symbol;Acc:HGNC:25564]	protein_coding	ARL8B	ENSG00000134108.14
ENSG00000134109	EDEM1	ER degradation enhancing alpha-mannosidase like protein 1 [Source:HGNC Symbol;Acc:HGNC:18967]	protein_coding	EDEM1	ENSG00000134109.11
ENSG00000134115	CNTN6	contactin 6 [Source:HGNC Symbol;Acc:HGNC:2176]	protein_coding	CNTN6	ENSG00000134115.13
ENSG00000134121	CHL1	cell adhesion molecule L1 like [Source:HGNC Symbol;Acc:HGNC:1939]	protein_coding	CHL1	ENSG00000134121.10
ENSG00000134138	MEIS2	Meis homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7001]	protein_coding	MEIS2	ENSG00000134138.21
ENSG00000134146	DPH6	diphthamine biosynthesis 6 [Source:HGNC Symbol;Acc:HGNC:30543]	protein_coding	DPH6	ENSG00000134146.12
ENSG00000134152	KATNBL1	katanin regulatory subunit B1 like 1 [Source:HGNC Symbol;Acc:HGNC:26199]	protein_coding	KATNBL1	ENSG00000134152.11
ENSG00000134153	EMC7	ER membrane protein complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24301]	protein_coding	EMC7	ENSG00000134153.10
ENSG00000134160	TRPM1	transient receptor potential cation channel subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:7146]	protein_coding	TRPM1	ENSG00000134160.15
ENSG00000134183	GNAT2	G protein subunit alpha transducin 2 [Source:HGNC Symbol;Acc:HGNC:4394]	protein_coding	GNAT2	ENSG00000134183.13
ENSG00000134184	GSTM1	glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:HGNC:4632]	protein_coding	GSTM1	ENSG00000134184.13
ENSG00000134186	PRPF38B	pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:HGNC:25512]	protein_coding	PRPF38B	ENSG00000134186.12
ENSG00000134193	REG4	regenerating family member 4 [Source:HGNC Symbol;Acc:HGNC:22977]	protein_coding	REG4	ENSG00000134193.15
ENSG00000134198	TSPAN2	tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659]	protein_coding	TSPAN2	ENSG00000134198.10
ENSG00000134201	GSTM5	glutathione S-transferase mu 5 [Source:HGNC Symbol;Acc:HGNC:4637]	protein_coding	GSTM5	ENSG00000134201.12
ENSG00000134202	GSTM3	glutathione S-transferase mu 3 [Source:HGNC Symbol;Acc:HGNC:4635]	protein_coding	GSTM3	ENSG00000134202.12
ENSG00000134207	SYT6	synaptotagmin 6 [Source:HGNC Symbol;Acc:HGNC:18638]	protein_coding	SYT6	ENSG00000134207.17
ENSG00000134215	VAV3	vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]	protein_coding	VAV3	ENSG00000134215.16
ENSG00000134216	CHIA	chitinase acidic [Source:HGNC Symbol;Acc:HGNC:17432]	protein_coding	CHIA	ENSG00000134216.19
ENSG00000134222	PSRC1	proline and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472]	protein_coding	PSRC1	ENSG00000134222.16
ENSG00000134240	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2 [Source:HGNC Symbol;Acc:HGNC:5008]	protein_coding	HMGCS2	ENSG00000134240.12
ENSG00000134242	PTPN22	protein tyrosine phosphatase non-receptor type 22 [Source:HGNC Symbol;Acc:HGNC:9652]	protein_coding	PTPN22	ENSG00000134242.16
ENSG00000134243	SORT1	sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186]	protein_coding	SORT1	ENSG00000134243.12
ENSG00000134245	WNT2B	Wnt family member 2B [Source:HGNC Symbol;Acc:HGNC:12781]	protein_coding	WNT2B	ENSG00000134245.18
ENSG00000134247	PTGFRN	prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601]	protein_coding	PTGFRN	ENSG00000134247.10
ENSG00000134248	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:HGNC Symbol;Acc:HGNC:17955]	protein_coding	LAMTOR5	ENSG00000134248.14
ENSG00000134249	ADAM30	ADAM metallopeptidase domain 30 [Source:HGNC Symbol;Acc:HGNC:208]	protein_coding	ADAM30	ENSG00000134249.7
ENSG00000134250	NOTCH2	notch receptor 2 [Source:HGNC Symbol;Acc:HGNC:7882]	protein_coding	NOTCH2	ENSG00000134250.21
ENSG00000134253	TRIM45	tripartite motif containing 45 [Source:HGNC Symbol;Acc:HGNC:19018]	protein_coding	TRIM45	ENSG00000134253.10
ENSG00000134255	CEPT1	choline/ethanolamine phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24289]	protein_coding	CEPT1	ENSG00000134255.16
ENSG00000134256	CD101	CD101 molecule [Source:HGNC Symbol;Acc:HGNC:5949]	protein_coding	CD101	ENSG00000134256.13
ENSG00000134258	VTCN1	V-set domain containing T cell activation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28873]	protein_coding	VTCN1	ENSG00000134258.18
ENSG00000134262	AP4B1	adaptor related protein complex 4 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:572]	protein_coding	AP4B1	ENSG00000134262.13
ENSG00000134265	NAPG	NSF attachment protein gamma [Source:HGNC Symbol;Acc:HGNC:7642]	protein_coding	NAPG	ENSG00000134265.13
ENSG00000134278	SPIRE1	spire type actin nucleation factor 1 [Source:HGNC Symbol;Acc:HGNC:30622]	protein_coding	SPIRE1	ENSG00000134278.16
ENSG00000134283	PPHLN1	periphilin 1 [Source:HGNC Symbol;Acc:HGNC:19369]	protein_coding	PPHLN1	ENSG00000134283.18
ENSG00000134285	FKBP11	FKBP prolyl isomerase 11 [Source:HGNC Symbol;Acc:HGNC:18624]	protein_coding	FKBP11	ENSG00000134285.11
ENSG00000134291	TMEM106C	transmembrane protein 106C [Source:HGNC Symbol;Acc:HGNC:28775]	protein_coding	TMEM106C	ENSG00000134291.12
ENSG00000134294	SLC38A2	solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448]	protein_coding	SLC38A2	ENSG00000134294.14
ENSG00000134308	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]	protein_coding	YWHAQ	ENSG00000134308.14
ENSG00000134313	KIDINS220	kinase D interacting substrate 220 [Source:HGNC Symbol;Acc:HGNC:29508]	protein_coding	KIDINS220	ENSG00000134313.17
ENSG00000134317	GRHL1	grainyhead like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:17923]	protein_coding	GRHL1	ENSG00000134317.18
ENSG00000134318	ROCK2	Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]	protein_coding	ROCK2	ENSG00000134318.16
ENSG00000134321	RSAD2	radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]	protein_coding	RSAD2	ENSG00000134321.13
ENSG00000134324	LPIN1	lipin 1 [Source:HGNC Symbol;Acc:HGNC:13345]	protein_coding	LPIN1	ENSG00000134324.12
ENSG00000134326	CMPK2	cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]	protein_coding	CMPK2	ENSG00000134326.12
ENSG00000134330	IAH1	isoamyl acetate hydrolyzing esterase 1 (putative) [Source:HGNC Symbol;Acc:HGNC:27696]	protein_coding	IAH1	ENSG00000134330.19
ENSG00000134333	LDHA	lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]	protein_coding	LDHA	ENSG00000134333.14
ENSG00000134343	ANO3	anoctamin 3 [Source:HGNC Symbol;Acc:HGNC:14004]	protein_coding	ANO3	ENSG00000134343.14
ENSG00000134352	IL6ST	interleukin 6 cytokine family signal transducer [Source:HGNC Symbol;Acc:HGNC:6021]	protein_coding	IL6ST	ENSG00000134352.21
ENSG00000134363	FST	follistatin [Source:HGNC Symbol;Acc:HGNC:3971]	protein_coding	FST	ENSG00000134363.12
ENSG00000134369	NAV1	neuron navigator 1 [Source:HGNC Symbol;Acc:HGNC:15989]	protein_coding	NAV1	ENSG00000134369.16
ENSG00000134371	CDC73	cell division cycle 73 [Source:HGNC Symbol;Acc:HGNC:16783]	protein_coding	CDC73	ENSG00000134371.14
ENSG00000134375	TIMM17A	translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]	protein_coding	TIMM17A	ENSG00000134375.11
ENSG00000134389	CFHR5	complement factor H related 5 [Source:HGNC Symbol;Acc:HGNC:24668]	protein_coding	CFHR5	ENSG00000134389.11
ENSG00000134398	ERN2	endoplasmic reticulum to nucleus signaling 2 [Source:HGNC Symbol;Acc:HGNC:16942]	protein_coding	ERN2	ENSG00000134398.15
ENSG00000134419	RPS15A	ribosomal protein S15a [Source:HGNC Symbol;Acc:HGNC:10389]	protein_coding	RPS15A	ENSG00000134419.15
ENSG00000134440	NARS1	asparaginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7643]	protein_coding	NARS1	ENSG00000134440.12
ENSG00000134443	GRP	gastrin releasing peptide [Source:HGNC Symbol;Acc:HGNC:4605]	protein_coding	GRP	ENSG00000134443.10
ENSG00000134444	RELCH	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing [Source:HGNC Symbol;Acc:HGNC:29289]	protein_coding	RELCH	ENSG00000134444.15
ENSG00000134452	FBH1	F-box DNA helicase 1 [Source:HGNC Symbol;Acc:HGNC:13620]	protein_coding	FBH1	ENSG00000134452.20
ENSG00000134453	RBM17	RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944]	protein_coding	RBM17	ENSG00000134453.16
ENSG00000134460	IL2RA	interleukin 2 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6008]	protein_coding	IL2RA	ENSG00000134460.19
ENSG00000134461	ANKRD16	ankyrin repeat domain 16 [Source:HGNC Symbol;Acc:HGNC:23471]	protein_coding	ANKRD16	ENSG00000134461.16
ENSG00000134463	ECHDC3	enoyl-CoA hydratase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23489]	protein_coding	ECHDC3	ENSG00000134463.15
ENSG00000134470	IL15RA	interleukin 15 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5978]	protein_coding	IL15RA	ENSG00000134470.21
ENSG00000134480	CCNH	cyclin H [Source:HGNC Symbol;Acc:HGNC:1594]	protein_coding	CCNH	ENSG00000134480.16
ENSG00000134489	HRH4	histamine receptor H4 [Source:HGNC Symbol;Acc:HGNC:17383]	protein_coding	HRH4	ENSG00000134489.7
ENSG00000134490	TMEM241	transmembrane protein 241 [Source:HGNC Symbol;Acc:HGNC:31723]	protein_coding	TMEM241	ENSG00000134490.14
ENSG00000134516	DOCK2	dedicator of cytokinesis 2 [Source:HGNC Symbol;Acc:HGNC:2988]	protein_coding	DOCK2	ENSG00000134516.20
ENSG00000134531	EMP1	epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]	protein_coding	EMP1	ENSG00000134531.10
ENSG00000134533	RERG	RAS like estrogen regulated growth inhibitor [Source:HGNC Symbol;Acc:HGNC:15980]	protein_coding	RERG	ENSG00000134533.6
ENSG00000134538	SLCO1B1	solute carrier organic anion transporter family member 1B1 [Source:HGNC Symbol;Acc:HGNC:10959]	protein_coding	SLCO1B1	ENSG00000134538.3
ENSG00000134539	KLRD1	killer cell lectin like receptor D1 [Source:HGNC Symbol;Acc:HGNC:6378]	protein_coding	KLRD1	ENSG00000134539.17
ENSG00000134548	SPX	spexin hormone [Source:HGNC Symbol;Acc:HGNC:28139]	protein_coding	SPX	ENSG00000134548.11
ENSG00000134569	LRP4	LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]	protein_coding	LRP4	ENSG00000134569.10
ENSG00000134571	MYBPC3	myosin binding protein C3 [Source:HGNC Symbol;Acc:HGNC:7551]	protein_coding	MYBPC3	ENSG00000134571.12
ENSG00000134574	DDB2	damage specific DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2718]	protein_coding	DDB2	ENSG00000134574.12
ENSG00000134590	RTL8C	retrotransposon Gag like 8C [Source:HGNC Symbol;Acc:HGNC:2569]	protein_coding	RTL8C	ENSG00000134590.14
ENSG00000134594	RAB33A	RAB33A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9773]	protein_coding	RAB33A	ENSG00000134594.5
ENSG00000134597	RBMX2	RNA binding motif protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:24282]	protein_coding	RBMX2	ENSG00000134597.17
ENSG00000134602	STK26	serine/threonine kinase 26 [Source:HGNC Symbol;Acc:HGNC:18174]	protein_coding	STK26	ENSG00000134602.16
ENSG00000134627	PIWIL4	piwi like RNA-mediated gene silencing 4 [Source:HGNC Symbol;Acc:HGNC:18444]	protein_coding	PIWIL4	ENSG00000134627.12
ENSG00000134644	PUM1	pumilio RNA binding family member 1 [Source:HGNC Symbol;Acc:HGNC:14957]	protein_coding	PUM1	ENSG00000134644.16
ENSG00000134668	SPOCD1	SPOC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26338]	protein_coding	SPOCD1	ENSG00000134668.13
ENSG00000134684	YARS1	tyrosyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12840]	protein_coding	YARS1	ENSG00000134684.13
ENSG00000134686	PHC2	polyhomeotic homolog 2 [Source:HGNC Symbol;Acc:HGNC:3183]	protein_coding	PHC2	ENSG00000134686.20
ENSG00000134690	CDCA8	cell division cycle associated 8 [Source:HGNC Symbol;Acc:HGNC:14629]	protein_coding	CDCA8	ENSG00000134690.11
ENSG00000134697	GNL2	G protein nucleolar 2 [Source:HGNC Symbol;Acc:HGNC:29925]	protein_coding	GNL2	ENSG00000134697.13
ENSG00000134698	AGO4	argonaute RISC component 4 [Source:HGNC Symbol;Acc:HGNC:18424]	protein_coding	AGO4	ENSG00000134698.11
ENSG00000134709	HOOK1	hook microtubule tethering protein 1 [Source:HGNC Symbol;Acc:HGNC:19884]	protein_coding	HOOK1	ENSG00000134709.13
ENSG00000134717	BTF3L4	basic transcription factor 3 like 4 [Source:HGNC Symbol;Acc:HGNC:30547]	protein_coding	BTF3L4	ENSG00000134717.18
ENSG00000134744	TUT4	terminal uridylyl transferase 4 [Source:HGNC Symbol;Acc:HGNC:28981]	protein_coding	TUT4	ENSG00000134744.14
ENSG00000134748	PRPF38A	pre-mRNA processing factor 38A [Source:HGNC Symbol;Acc:HGNC:25930]	protein_coding	PRPF38A	ENSG00000134748.13
ENSG00000134755	DSC2	desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]	protein_coding	DSC2	ENSG00000134755.18
ENSG00000134757	DSG3	desmoglein 3 [Source:HGNC Symbol;Acc:HGNC:3050]	protein_coding	DSG3	ENSG00000134757.5
ENSG00000134758	RNF138	ring finger protein 138 [Source:HGNC Symbol;Acc:HGNC:17765]	protein_coding	RNF138	ENSG00000134758.14
ENSG00000134759	ELP2	elongator acetyltransferase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:18248]	protein_coding	ELP2	ENSG00000134759.14
ENSG00000134760	DSG1	desmoglein 1 [Source:HGNC Symbol;Acc:HGNC:3048]	protein_coding	DSG1	ENSG00000134760.6
ENSG00000134762	DSC3	desmocollin 3 [Source:HGNC Symbol;Acc:HGNC:3037]	protein_coding	DSC3	ENSG00000134762.17
ENSG00000134765	DSC1	desmocollin 1 [Source:HGNC Symbol;Acc:HGNC:3035]	protein_coding	DSC1	ENSG00000134765.10
ENSG00000134769	DTNA	dystrobrevin alpha [Source:HGNC Symbol;Acc:HGNC:3057]	protein_coding	DTNA	ENSG00000134769.23
ENSG00000134775	FHOD3	formin homology 2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26178]	protein_coding	FHOD3	ENSG00000134775.16
ENSG00000134779	TPGS2	tubulin polyglutamylase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24561]	protein_coding	TPGS2	ENSG00000134779.15
ENSG00000134780	DAGLA	diacylglycerol lipase alpha [Source:HGNC Symbol;Acc:HGNC:1165]	protein_coding	DAGLA	ENSG00000134780.10
ENSG00000134802	SLC43A3	solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]	protein_coding	SLC43A3	ENSG00000134802.18
ENSG00000134809	TIMM10	translocase of inner mitochondrial membrane 10 [Source:HGNC Symbol;Acc:HGNC:11814]	protein_coding	TIMM10	ENSG00000134809.9
